index,showTime,danmuType,color,fontSize,content,submitTime,sender
"306","392.314","R2L","FFFFFF","25","那被害死的化作厉鬼碰到贞子不是恨尴尬吗","1512440488","c883768d"
"307","389.471","R2L","FFFFFF","25","不不不，不要摘掉头套","1520877360","f0474ec7"
"308","391.103","R2L","FF0033","25","红字这纠结的，虚构的东西看看就算了","1512390926","cb365008"
"309","392.121","R2L","FFFFFF","25","主要是贞子有特殊力量，刚才不是说贞子的意念和怨恨结合么","1518408181","dbe968f4"
"310","390.281","R2L","FFFFFF","25","+1","1512384253","7885da2"
"311","388.874","R2L","FFFFFF","25","又来作死","1527145434","10f4d749"
"312","392.831","R2L","FFFFFF","25","我也这么觉得为什么他们不会变成历鬼找杀死他们的鬼复仇","1513722775","3bfb1cda"
"313","385.376","R2L","FFFFFF","25","那我们是不是也要。。。。","1512383841","cf54d333"
"314","386.282","R2L","FFFFFF","25","……日本的鬼片很多就是这样啊，无缘无故就中招的=  =","1512439143","6cf351f7"
"315","388.07","R2L","0000FF","25","不可能变鬼的，应该是被鬼杀死了就没有灵魂了吧，不然见面多尴尬啊。","1512438765","8ea5a39a"
"316","386.856","R2L","00A0EA","25","红字你别计较了，本来就是直接设定，比如尸体派对里面各种怪物互相约束，毫无道理可言","1516809290","4f0fef70"
"317","384.272","R2L","FFFFFF","25","看过一短片一个人被鬼害死了，然后变成鬼把害他的鬼暴打的一顿","1512443080","bda44fe5"
"318","383.052","BOTTOM","E70012","25","贞子所在的世界是电脑模拟出来的","1512381810","94fc9a5"
"319","383.567","R2L","FFFFFF","25","原来前夫是无极的大将军","1536721271","add81116"
"320","384.921","R2L","009843","25","红字，遗憾地告诉你，贞子是电脑病毒，一切都是虚拟出来的“环界”","1512456686","53cb643b"
"321","385.384","TOP","E70012","25","66666666666大佬","1517129129","3fbf62a5"
"322","386.168","R2L","E70012","25","贞子活着的时候就是超能力者的死了当然无敌","1523694940","fd99ab22"
"323","387.538","R2L","FFFFFF","25","红字好评","1518574391","74431e5"
"324","384.461","R2L","FFFFFF","25","↑所以吧，我也认为看日本的鬼片啊，不要太认真的找逻辑的，纯看鬼就好了😂😂","1526704810","4bc5a66e"
"325","386.231","R2L","FFFFFF","25","←我也有这样的感觉，但更多的是冤冤相报何时了这样的想法","1512381821","48e650cf"
"326","380.437","R2L","FFFFFF","25","小说里不是博士杀的她，是医生，而且是她故意的","1516789691","18253f77"
"327","379.24","R2L","FFFFFF","25","我还是喜欢午夜3的仲间由纪惠","1512566752","3686e82b"
"328","379.581","R2L","FEF102","25","贞子是个扶他……","1512456561","53cb643b"
"329","372.419","R2L","FFFFFF","25","感觉伽椰子厉害","1516774155","3465936b"
"330","374.496","R2L","FFFFFF","25","大家好我是（山村老尸）的楚人美","1533782564","59e53e40"
"331","372.08","TOP","E70012","25","作死啊","1512378865","e51cce7a"
"332","375.928","R2L","FFFFFF","25","贞子说：不要紧，我会爬","1533539004","11dd30f"
"333","367.794","R2L","FFFFFF","25","贞子我老婆","1512377780","1bb1b221"
"334","366.661","R2L","FFFFFF","25","我好混乱，是贞子不是伽耶子？","1512736722","d2b6381"
"335","364.325","R2L","FFFFFF","25","要是看了之后身边没有电话怎么办←_←","1512483172","fa09f7ad"
"336","364.8","R2L","FFFFFF","25","富强明主文明和谐自由平等公正法治，24字真言护我身，邪魔退散","1548384349","a4ca24a"
"337","356.227","R2L","FF0000","25","富强、民主、文明、和谐，自由、平等、公正、法治， 爱国、敬业、诚信、友善","1517117110","734e1885"
"338","358.091","R2L","FFFFFF","25","不敢看","1527145403","10f4d749"
"339","355.84","R2L","FFFFFF","25","站贞子大爷3d版","1512381245","7e1e5d8a"
"340","358.082","R2L","FFFFFF","25","有两个贞子、一个是分裂的","1556497730","c33d4ba6"
"341","358.321","R2L","FFFFFF","25","贞子很漂亮，而且很善良，但是由于分裂导致一个是小孩，一个是人类","1514024092","37ccd58b"
"342","355.29","R2L","FFFFFF","25","手好看（｡ò ∀ ó｡）","1515650925","8acbc611"
"343","355.642","R2L","FFFFFF","25","光明大将军，你的鲜花盔甲呢。。。","1512396691","e3608169"
"344","355.62","R2L","009843","25","电影前两部还可以，小说第三部开始变科幻小说了，至于贞子3D嘛……","1512456469","53cb643b"
"345","351.331","R2L","FFFFFF","25","好像5年纪暑假，电视播，我误看了，吓得够呛","1526732476","d25d2f7e"
"346","350.1","R2L","FFFFFF","25","我看过小说","1524624188","68e99799"
"347","351.586","R2L","FFFFFF","25","不敢看","1533122497","ddaece4d"
"348","354.917","R2L","FFFFFF","25","2333","1512873326","2ed4b238"
"349","350.237","R2L","FFFFFF","25","没看过","1516771348","11a220d"
"350","351.571","R2L","FFFFFF","25","弹幕呢","1513481512","a3bdf3b7"
"351","352.305","R2L","FFFFFF","25","富强 民主 文明 和谐 自由 平等 公正 法制 爱国 敬业 诚信 友善","1512820924","839c4b69"
"352","346.684","R2L","FFFFFF","25","午夜凶铃看的是美版的","1517405888","bd5a2850"
"353","344.419","R2L","FFFFFF","25","＋1","1516774119","3465936b"
"354","346.684","R2L","FFFFFF","25","不敢看","1533122492","ddaece4d"
"355","349.059","R2L","FFFFFF","25","欢迎来到没字幕看个卵系列。","1513591438","d84a7350"
"356","349.2","R2L","FFFFFF","25","母亲叫的名字是贞子！","1514023931","37ccd58b"
"357","347.522","R2L","FFFFFF","25","贞子妈妈是超能力者","1556497691","c33d4ba6"
"358","344.94","R2L","FFFFFF","25","不敢看","1524372488","f022585d"
"359","346.175","R2L","FFFFFF","25","＋1","1517374225","d66ddb72"
"360","349.138","R2L","FFFFFF","25","实话，这部午夜凶铃感觉不恐怖，可能是年代不同吧，我们这代人看的太多了","1526079381","dfb89950"
"361","343.664","R2L","FFFFFF","25","就你看过，就你有嘴吧吧","1519570739","909c55e8"
"362","342.235","R2L","FFFFFF","25","没看过","1513590054","b27d0541"
"363","337.374","R2L","FFFFFF","25","居然还有这么多人没看过午夜凶铃？","1512417155","a441c346"
"364","333.687","R2L","FFFFFF","25","为啥都这么作呢，能不能好好销毁这些东西","1564931429","a421fdad"
"365","329.4","R2L","FFFFFF","25","真崎航啊","1518526401","2f49123e"
"366","331.593","TOP","66FFFF","18","其实是那个博士杀的","1521504966","2883e099"
"367","329.171","R2L","FFFFFF","25","主角不去探究这些东西，那你能看到啥？","1512378754","d518722a"
"368","325.171","R2L","FFFFFF","25","这种片子一般都是要调查一番","1523496189","c27b4620"
"369","326.245","R2L","FFFFFF","25","掷精子","1550475565","c213b209"
"370","326.9","R2L","E70012","25","贞子:要挑战的人排好队，一个一个来！","1564478873","3faf51d1"
"371","318.051","R2L","FFFFFF","25","前夫哥也很帅","1515768133","a1a8a470"
"372","320.853","R2L","FFFFFF","25","弹幕？","1512397360","236352ea"
"373","321.365","R2L","FFFFFF","25","纸巾子...","1556871960","d25e0760"
"374","320.783","R2L","FFFFFF","25","烧掉啊","1512452067","577e1586"
"375","320.416","R2L","FFFFFF","25","来个全球播放~24小时直播","1554098679","41d933da"
"376","316.379","R2L","FFFFFF","25","智精子","1513415991","50a9ec34"
"377","312.522","R2L","FFFFFF","25","为何不找一些人守着这些看过的人？","1512397563","eada1659"
"378","314.306","R2L","FFFFFF","25","作死","1531198710","bd21180a"
"379","312.277","R2L","FFFFFF","25","我们是不是都看了","1512398204","97e3ce3d"
"380","314.847","R2L","FFFFFF","25","111111111111111111","1512801513","a4dd35e"
"381","312.82","R2L","FFFFFF","25","逃到欧洲去吧，贞子追不上","1535990511","370a6882"
"382","311.542","R2L","FFFFFF","25","我记得录影带最后给爷爷了","1512381791","7ba63441"
"383","312.95","R2L","FFFFFF","25","一家人就要整整齐齐","1512391622","a3fa0013"
"384","312.269","R2L","FFFFFF","25","作死儿子上线","1527145357","10f4d749"
"385","314.083","R2L","FFFFFF","25","干嘛不烧了","1513703339","9a9bc751"
"386","312.255","R2L","FFFFFF","25","6666","1523967796","6ee220bc"
"387","313.067","TOP","90C320","25","一人作死，全家遭殃","1512392395","33aeeeae"
"388","312.588","R2L","FFFFFF","25","一家人嘛，最重要就是整整齐齐","1512381168","272ad9bf"
"389","315.494","R2L","FFFFFF","25","真田广之","1524729561","c551d165"
"390","308.352","BOTTOM","009843","25","前夫听成情夫的扣11111","1512483988","6857c4e4"
"391","306.28","R2L","FFFFFF","25","是智子叫他看的，up没提","1537061638","950827d"
"392","310.316","TOP","E70012","25","前夫！！！！","1512379080","e51cce7a"
"393","308.579","R2L","FFFFFF","25","活该  不作不死  好奇害死猫","1512467110","25dbb5ab"
"394","305.274","R2L","FFFFFF","25","都会死的","1512464660","41586950"
"395","308.565","R2L","FFFFFF","25","录像带是贞子找出来诱惑孩子看的","1516789430","18253f77"
"396","307.421","R2L","FFFFFF","25","天哪明知有孩子还不保存好","1549102418","86df44bc"
"397","302.678","R2L","FFFFFF","25","地狱鬼手！","1538460016","b312ff60"
"398","301.319","R2L","FFFFFF","25","儿子就是很社会啊","1524281799","ac893bdd"
"399","304.404","R2L","FFFFFF","25","you'll be all dead","1514435046","3e9686a4"
"400","302.371","R2L","FFFFFF","25","孩子以为是爱情动作片呢！","1512873541","2ed4b238"
"401","304.549","R2L","FFFFFF","25","大家好我是伽椰子 。","1512566677","3686e82b"
"402","296.398","R2L","FFFFFF","25","可爱想 看","1512577517","10095e2"
"403","296.592","R2L","FFFFFF","25","高山龙司是神，小说党表示","1524847934","8581cc73"
"404","297.901","TOP","FF0000","25","父母也是，怎么就不把录像带砸了呢……藏起来有可能被找到啊","1512986026","daad4555"
"405","298.849","R2L","FFFFFF","25","你个完蛋孩子，看着破玩应干哈","1512440011","460c9072"
"406","298.017","TOP","E70012","25","录像带还带在身边干嘛","1512390088","d60dce4c"
"407","294.276","R2L","FFFFFF","25","贞子：快点找出真相！！","1562300081","834df3d9"
"408","292.343","R2L","FFFFFF","25","😁有没有这种可能，贞子会被温暖感化呢？❤","1526704577","4bc5a66e"
"409","292.92","R2L","FFFFFF","25","想起阎魔爱了，也被人称为妖怪","1520598442","8090e4a1"
"410","292.536","R2L","FFFFFF","25","偷看神秘录像带，嗯，我也做过","1512390591","cb365008"
"411","285.52","R2L","FFFFFF","25","这里解释不清楚，他们是根据录像带的画面去分析，去找信息来源","1547275772","2ecf5ba"
"412","286.016","TOP","FFFFFF","25","给你们预言灾害还骂人","1513702936","3440a576"
"413","285.522","R2L","00CD00","25","那个女人叫 山村志津子 是山村贞子的妈妈","1558689131","f92d5e3c"
"414","284.66","R2L","FFFFFF","25","我觉得咒怨和午夜凶铃差不多","1512736564","d2b6381"
"415","288.115","R2L","FFFFFF","25","you'll be","1514435031","3e9686a4"
"416","277.89","R2L","FFFFFF","25","这男的后来好像有复制品和贞子逍遥去了吧","1556497547","c33d4ba6"
"417","281.389","TOP","FFFFFF","25","苏卡布列塔！","1555983067","64aa9c"
"418","273.884","R2L","FFFFFF","25","那个能不能把录像带全球直播 看看那个女鬼来不来的急杀","1525597835","7100b0da"
"419","272.015","R2L","FFFFFF","25","都死了","1512464627","41586950"
"420","272.279","R2L","FFFFFF","25","没看过原著，这个录像带不能烧吗","1540144880","d0fc3bd6"
"421","275.324","R2L","FFFFFF","25","大长腿","1562245900","d023236a"
"422","269.866","R2L","FFFFFF","25","笑死···","1513415317","494a0e20"
"423","267.418","R2L","FFFFFF","25","不知道我电话停机了，会不会给我充话费了再给我打","1523106660","b5f62e38"
"424","269.54","R2L","009843","25","是的，也演过《最后武士》和《双螺旋》","1512455994","53cb643b"
"425","270.995","R2L","FFFFFF","25","贞子：尼玛！累死老子了！，","1555595824","dc8c81a5"
"426","269.613","R2L","FFFFFF","25","真田广之","1558889635","ced07ad"
"427","263.376","R2L","FFFFFF","25","舔大白腿","1512387639","9674cb7c"
"428","261.568","R2L","FFFFFF","25","真田比菜菜子矮好多~","1517822632","6b6c2c96"
"429","261.062","R2L","FFFFFF","25","苏卡布列塔","1555983034","64aa9c"
"430","261.521","R2L","FFFFFF","25","没交电话费吧","1515819793","7b00efea"
"431","263.321","R2L","FFFFFF","25","这个男的是不是演过异星觉醒里面某个人哦","1512398809","5b0bcf0"
"432","257.853","R2L","FFFFFF","25","作","1512463651","f9cf1ce4"
"433","255.749","R2L","FFFFFF","25","前夫都是如此的","1512464611","41586950"
"434","259.536","R2L","FFFFFF","25","马克思主义的接班人无所畏惧","1524624097","68e99799"
"435","260.322","R2L","FFFFFF","25","惊声尖笑3被恶搞","1513415307","494a0e20"
"436","256.822","R2L","FFFFFF","25","蓝蓝路","1519205293","f91f2ec9"
"437","254.722","R2L","FFFFFF","25","作死","1562245879","d023236a"
"438","252.447","R2L","FFFFFF","25","md 这图谁p的","1513615035","23fd98c9"
"439","253.308","R2L","FFFFFF","25","这心理暗示","1520837471","dcab0b5b"
"440","251.001","R2L","E70012","25","前夫太帅了，再为真田叔打CALL!","1512456225","53cb643b"
"441","250.478","TOP","000000","25","11111111111111111111","1527670146","8b80a070"
"442","254.662","R2L","FFFFFF","25","家里没电话肿么破","1512385806","f2f85763"
"443","252.32","R2L","FFFFFF","25","我们都看见了   贞子小姐姐怕不是要忙成皮皮虾","1524023381","49f3a643"
"444","253.269","R2L","FFFFFF","25","真田小队长是你吗","1512887133","91c3b8d9"
"445","251.979","R2L","FFFFFF","25","套路了","1514422277","1b02b23f"
"446","251.956","R2L","FFFFFF","25","无意冒犯","1538573040","a3f983cb"
"447","249.176","BOTTOM","E70012","25","龙的传人，不服来干","1571676085","f3b23520"
"448","249.59","R2L","FFFFFF","25","电话是万恶之源","1569224527","3e67dc37"
"449","245.225","R2L","FFFFFF","25","皮这么一下，你舒服么","1512377987","16b087ff"
"450","247.935","R2L","FFFFFF","25","不作不死","1512443203","470b9c21"
"451","249.597","R2L","FFFFFF","25","惊声尖笑，哈哈哈哈","1512476115","e1f30413"
"452","247.352","R2L","FFFFFF","25","苏卡布列","1555983020","64aa9c"
"453","245.121","R2L","FFFFFF","25","弹幕合体","1513411091","4ab2970"
"454","247.234","R2L","FFFFFF","25","无意冒犯","1540021369","984a10fc"
"455","249.176","TOP","E70012","25","龙的传人，不服单挑","1571676066","f3b23520"
"456","248.123","R2L","FFFFFF","25","凉凉月色为你思念成河","1562300035","834df3d9"
"457","247.093","R2L","FFFFFF","25","惊声尖叫那个贞子笑到不能自拔","1518673960","394152fb"
"458","246.677","R2L","FFFFFF","25","有意点，开不服solo","1533281278","97b8b8"
"459","245.009","R2L","FFFFFF","25","看了小说后震惊到了","1512380647","d030cbc4"
"460","245.896","TOP","E70012","25","龙的传人，不服来干","1571676049","f3b23520"
"461","247.043","R2L","FFFFFF","25","人民英雄贞子","1518958035","496ef130"
"462","246.32","R2L","FFFFFF","25","习惯接电话的后果","1531459433","c6567da8"
"463","249.432","R2L","FFFFFF","25","我需要弹幕","1512397009","236352ea"
"464","248.935","R2L","FFFFFF","25","无意冒犯","1538573025","a3f983cb"
"465","246.339","R2L","FFFFFF","25","无意冒犯","1525947573","dda2440f"
"466","249.275","TOP","00CC00","25","弹幕护体","1512543593","79df5a21"
"467","242.444","R2L","FFFFFF","25","老烟你这是谋杀所有人都看了录像","1534210006","5bd42dca"
"468","239.219","R2L","E70012","25","物业凶铃","1519456680","d1536135"
"469","239.807","R2L","FFFFFF","25","无意冒犯","1522890904","8ab34303"
"470","242.2","R2L","FFFFFF","25","无意冒犯","1517762524","25850146"
"471","242.359","R2L","E70012","25","乌拉！","1523683790","fa4771fb"
"472","240.659","TOP","FFFFFF","25","叫你作死","1516504498","dc949489"
"473","243.402","R2L","FFFFFF","25","那不接电话呢","1512380804","e645dec1"
"474","242.659","R2L","FFFFFF","25","说出来你们可能不信，午夜凶铃原小说是科幻文","1515515005","e976971d"
"475","242.899","R2L","FFFFFF","25","Wuyi","1525947556","dda2440f"
"476","243.419","R2L","FFFFFF","25","无意冒犯","1525947562","dda2440f"
"477","243.89","TOP","66FFFF","18","我们要凉了！！！！！！！！","1521504883","2883e099"
"478","241.758","BOTTOM","000000","25","1111111111111111111","1527670137","8b80a070"
"479","241.136","R2L","FFFFFF","25","无意冒犯","1531198637","bd21180a"
"480","240.428","R2L","FFFFFF","25","直接砸电视","1512530096","ca29863"
"481","239.121","R2L","FFFFFF","25","666","1512391097","d7f818d3"
"482","241.871","R2L","00FF00","25","惊声尖笑+1（可惜后来换了主演）","1512386480","3451e434"
"483","243.701","R2L","FFFFFF","25","现在才害怕晚了，","1512386861","8b586626"
"484","235.813","R2L","FFFFFF","25","弹幕","1512397275","236352ea"
"485","237.059","R2L","FFFFFF","25","弹幕护体","1516800076","593e75e3"
"486","238.502","TOP","FFFFFF","25","看过惊声尖笑3无畏惧","1512381817","cfc48493"
"487","235.54","R2L","FFFFFF","25","逝者安息","1514533746","c1762a39"
"488","237.18","R2L","FFFFFF","25","几乎所有的恐怖片主角都死于作死","1512389858","dca32968"
"489","234.166","R2L","FFFFFF","25","别接啊","1564931330","a421fdad"
"490","236.841","R2L","FFFFFF","25","无意冒犯","1513408557","241cafa0"
"491","235.828","R2L","FFFFFF","25","贞子大战那个牛逼","1533122381","ddaece4d"
"492","237.115","R2L","FFFFFF","25","作死定律","1527145282","10f4d749"
"493","235.221","TOP","FF0000","25","不接会怎么样？","1512985913","daad4555"
"494","235.01","R2L","FFFFFF","25","无意冒犯","1512794476","8ca101e3"
"495","234.99","R2L","FFFFFF","25","弹幕护体","1569638701","31975efe"
"496","234.955","R2L","FFFFFF","25","社会社会","1512577473","10095e2"
"497","237.222","R2L","FFFFFF","25","接J毛啊","1512396144","fbd2d33e"
"498","234.348","R2L","FFFFFF","25","你走不了了","1512397129","2883e099"
"499","233.123","TOP","E70012","25","苏维埃万岁","1521505820","5095f64a"
"500","234.542","R2L","E2027F","25","不接会怎么样？","1512440295","bef84d41"
"501","234.795","R2L","FFFFFF","25","大家好我是伽椰子！","1512566608","3686e82b"
"502","236.621","R2L","E70012","25","今晚白宫是我家，乌拉","1564478764","3faf51d1"
"503","230.003","R2L","FFFFFF","25","凉凉月色为你思念成河~~~~","1514114856","83ba5877"
"504","229.16","R2L","E70012","25","刷无意冒犯的怕是石乐志","1512456168","53cb643b"
"505","232.834","R2L","FFFFFF","25","害怕","1512386815","da7d9a40"
"506","228.243","R2L","FFFFFF","25","作死","1537251457","2c7f2856"
"507","229.965","R2L","FFFFFF","25","牛逼","1524624068","68e99799"
"508","229.334","R2L","FFFFFF","25","完了，大家都没救了","1512464584","41586950"
"509","228.407","R2L","FFFFFF","25","大家好我是伽椰子","1549707134","66f456cc"
"510","230.664","R2L","FFFFFF","25","话说不接电话会怎么样","1518509239","dcf1297a"
"511","232.239","R2L","FFFFFF","25","无意冒犯","1513336158","79bec9d8"
"512","228.912","R2L","FFFFFF","25","弹幕护体","1512382844","ceeb712"
"513","230.007","R2L","FFFFFF","25","电话突然想起它的戏份到了","1512390477","cb365008"
"514","231.285","R2L","FFFFFF","25","为什么要接。。","1512390260","b1f5acca"
"515","224.963","R2L","FFFFFF","25",".......","1512385597","229fd08c"
"516","222.378","TOP","FFFFFF","25","是替身攻击！","1559981889","8b406377"
"517","225.339","R2L","E70012","25","弹幕护体，我也看了录像带了","1516773992","3465936b"
"518","226.577","R2L","FFFFFF","25","作死","1512378215","9a21dd5"
"519","224.336","R2L","FFFFFF","25","富强、民主、文明、和谐，自由、平等、公正、法治， 爱国、敬业、诚信、友善","1517116768","734e1885"
"520","224.401","R2L","FFFFFF","25","我没看过……有点怂了……","1513329499","36a35876"
"521","223.448","TOP","90C320","25","突然没有弹幕，我来护体！！！","1512392377","33aeeeae"
"522","226.004","R2L","FFFFFF","25","房间的电话忽然“想”起","1512644968","166ec54c"
"523","226.048","R2L","FFFFFF","25","弹幕护肤","1512696815","c15a237f"
"524","226.268","R2L","FFFFFF","25","完了，是鸡你太美","1565945545","478d516"
"525","223.146","R2L","FFFFFF","25","nm开灯看会死？","1514789944","dc7b99f"
"526","225.868","R2L","FFFFFF","25","不作死不会死","1512391608","ebe06f40"
"527","224.562","R2L","FFFFFF","25","没看过","1513133954","43913d2d"
"528","226.358","R2L","FFFFFF","25","1111111111111111111111111111111","1527670122","8b80a070"
"529","222.761","R2L","FFFFFF","25","弹幕护体","1512380319","be1a6f6"
"530","226.167","R2L","FFFFFF","25","这种鬼也就在日本，有能耐来天师府，保证用雷劈死它","1515499349","346ab04b"
"531","224.18","R2L","FFFFFF","25","弹幕护体","1513941045","d83dc371"
"532","226.555","R2L","FF0000","25","富强、民主、文明、和谐，自由、平等、公正、法治， 爱国、敬业、诚信、友善","1517116789","734e1885"
"533","219.47","R2L","FFFFFF","25","弹幕护体！！！！！！！！！！！！！！！！！！！！","1531198615","bd21180a"
"534","217.62","R2L","FFFFFF","25","是我啦","1512456132","53cb643b"
"535","218.559","R2L","E70012","25","你好，我是秦始皇，我没有死2333333","1517128805","3fbf62a5"
"536","217.993","R2L","FFFFFF","25","弹幕护体","1512880506","756713bf"
"537","217.169","R2L","FFFFFF","25","为我贞子打CALL","1512983604","fc047281"
"538","218.1","R2L","FFFFFF","25","我也看了现在居然还活着哈哈","1517707087","34117c89"
"539","221.204","R2L","FFFFFF","25","贞子","1518868060","5aae3d99"
"540","220.196","R2L","FFFFFF","25","弹幕护体","1512382821","ceeb712"
"541","218.984","R2L","FFFFFF","25","弹幕护体","1512387623","8d4a7052"
"542","216.659","R2L","FFFFFF","25","贞子这几年也累了，毕竟各种大战","1514715382","7c1c6a4d"
"543","219.643","R2L","FFFFFF","25","大家都看过了","1512464574","41586950"
"544","218.87","R2L","FFFFFF","25","可惜了这么漂亮一妹子","1538817898","2097cd86"
"545","212.1","R2L","FFFFFF","25","禁婆的等我，找小哥去","1512395646","2e2222c0"
"546","214.849","R2L","FFFFFF","25","哎哟","1512395983","5633af90"
"547","214.869","R2L","FFFFFF","25","建国后哪来的妖精","1512462038","2e8dda3d"
"548","213.628","BOTTOM","000099","25","这一幕真是阴影，我一个人在家都不敢看电视反光","1512562524","fd51d54a"
"549","213.611","R2L","FFFFFF","25","大家好我是伽椰子","1512566587","3686e82b"
"550","215.31","R2L","FFFFFF","25","你好，你吓到我了","1530004216","5e319481"
"551","211.249","R2L","FFFFFF","25","贞子快递，全球包邮，三秒送达","1556120295","b0063e5e"
"552","213.2","R2L","FFFFFF","25","天啊，我也看了","1514088721","e7100ece"
"553","211.935","R2L","FFFFFF","25","我们不是也在看。。。","1514103361","8eb899ae"
"554","211.402","R2L","FFFFFF","25","人民的贞子","1513994425","ce9adbb6"
"555","210.78","R2L","E70012","25","你不要过来啊，要不你怀孕了后果自负","1564478722","3faf51d1"
"556","207.964","R2L","FFFFFF","25","禁婆那个别走，我是吴邪啊","1512540316","a93c50ea"
"557","208.085","R2L","FFFFFF","25","作死小能手","1554954012","2e7870a2"
"558","206.549","R2L","FFFFFF","25","这女都好漂亮","1515898451","e702d34f"
"559","208.938","R2L","FFFFFF","25","这女的好漂亮","1515898585","e702d34f"
"560","208.323","R2L","FFFFFF","25","鸡你太美","1569638668","31975efe"
"561","208.843","BOTTOM","FF0000","25","大家好  我们凉了","1521188878","7a1ef086"
"562","208.916","R2L","FFFFFF","25","贞德！","1512387965","842ca1d6"
"563","201.436","TOP","00CCFF","25","贞子的母亲","1513150659","deb96073"
"564","205.082","R2L","FFFFFF","25","或者不好吗","1512397834","be7a078b"
"565","203.793","R2L","FFFFFF","25","经典","1562245828","d023236a"
"566","200.262","TOP","E2027F","25","霍玲！","1514607714","53eea67"
"567","201.491","R2L","FFFFFF","25","恐怖片是我们学校星期五都会上映的东西","1517635493","8b31ed7d"
"568","201.504","R2L","FFFFFF","25","女的是贞子的母亲","1543630093","f92d5e3c"
"569","202.301","R2L","FFFFFF","25","贞子大战伽椰子","1512566575","3686e82b"
"570","201.54","R2L","FFFFFF","25","让我想到了惊声尖笑3","1512463154","4507f64e"
"571","204.738","R2L","FFFFFF","25","好了大家都看到了","1512439913","61cc9cd9"
"572","204.956","R2L","FFFFFF","25","直接砸掉啊","1564931301","a421fdad"
"573","202.602","R2L","FFFFFF","25","霍玲！？？？？【！！】","1519881570","50349264"
"574","203.57","TOP","FF0000","25","观众朋友们，此刻你们也在看录像带……","1512393567","73feef96"
"575","200.102","R2L","FFFFFF","25","不要怕，家里不买电视机就没事了","1512464555","41586950"
"576","199.971","R2L","FFFFFF","25","怕个毛老子就喜欢鬼姐姐让开让我来，","1512873424","2ed4b238"
"577","204.97","R2L","FFFFFF","25","报告老板 ","1512381080","7e1e5d8a"
"578","204.841","R2L","FFFFFF","25","同志我来了","1512390431","db1b2732"
"579","203.454","R2L","FFFFFF","25","人民的贞子","1512390442","db1b2732"
"580","194.994","R2L","FFFFFF","25","为什么贞子要从电视机里爬出来","1562299982","834df3d9"
"581","194.939","R2L","00A0EA","25","嘤嘤嘤","1516773948","3465936b"
"582","194.307","R2L","FFFFFF","25","贞子明明是复联的","1512562963","3eb9032"
"583","198.856","R2L","FFFFFF","25","人呢","1512377599","1bb1b221"
"584","198.793","R2L","FFFFFF","25","考死了解一下","1530118908","38b47df7"
"585","197.241","R2L","E70012","25","其实贞子是仲间由纪惠","1512456001","53cb643b"
"586","197.729","R2L","FFFFFF","25","阔怕","1512392829","c19c574c"
"587","196.266","TOP","FFFFFF","25","@敬汉卿","1512385760","e5231478"
"588","196.38","R2L","FFFFFF","25","人不做不会死","1531724694","99dc3ce2"
"589","197.721","R2L","FFFFFF","25","当然要一起看呀，怎么能一个人独享资源","1518170632","b92d9930"
"590","197.588","TOP","FEF102","25","神♂秘的录像带","1553993530","64ee93ad"
"591","198.177","R2L","FFFFFF","25","如果变成电视直播全日本都看了录像。。。","1512388158","ed74c41f"
"592","197.421","R2L","E70012","25","鸡你太美！","1564478690","3faf51d1"
"593","199.317","TOP","FFFFFF","25","一首凉凉送给你","1513702950","3440a576"
"594","193.645","R2L","FFFFFF","25","五个器官","1512387953","4fb8c495"
"595","190.658","R2L","FFFFFF","25","太美了","1532486720","cd1d3e25"
"596","189.695","TOP","FFFFFF","25","不作不死","1512378718","ce1e560"
"597","190.952","R2L","FFFFFF","25","您的作死记者已上线","1527145236","10f4d749"
"598","188.905","R2L","FFFFFF","25","这个好漂亮","1523185683","381276ca"
"599","194.125","R2L","FFFFFF","25","NB克拉斯","1519966089","fc07bfff"
"600","191.97","R2L","FFFFFF","25","恐怖电影里面不信鬼神的一般都会倒霉","1518008077","e06544ac"
"601","192.021","R2L","FFFFFF","25","绿字你是脑子不太好用吗？","1518002596","651db729"
"602","190.721","R2L","FFFFFF","25","不作死就不会死","1512621934","77a000cf"
"603","187.046","R2L","FFFFFF","25","弹幕？","1512380980","7d2ecc3a"
"604","185.306","R2L","FFFFFF","25","五官","1512385376","b4fe911"
"605","188.48","R2L","FFFFFF","25","弹幕护体！！！！！！！！！！！！！！！！","1512399742","41338de4"
"606","186.6","R2L","009843","25","谁的器官不是扭曲的?你大肠整整齐齐一列一列排着吗?","1512455973","53cb643b"
"607","188.179","R2L","FFFFFF","25","作死","1513528298","92ac3466"
"608","187.141","R2L","FFFFFF","25","器官有什么毛病？","1512546620","34a77df9"
"609","185.756","R2L","FFFFFF","25","单身久了看什么都一样","1523008598","577686ec"
"610","184.072","R2L","00FF00","25","五官也属器官","1512386365","3451e434"
"611","177.636","R2L","FFFFFF","25","张震讲故事好像说过","1523004768","ce035ccf"
"612","179.372","R2L","FFFFFF","25","那就看电脑呗","1512400214","c82edde"
"613","179.728","TOP","FFFFFF","25","脸上的器官？？","1512384158","c9ed364f"
"614","177.794","R2L","FFFFFF","25","可能只是拍糊了","1563717785","3537a3c6"
"615","174.421","R2L","FFFFFF","25","我居然全程就在观察她们的美……","1525280902","553721ea"
"616","173.478","R2L","FFFFFF","25","不能看电视？","1512377569","1bb1b221"
